brand,tweet_id,customer_text,brand_reply,heuristic,hand_label,label_rationale,confidence
Ask_Spectrum,1917765,huge mood https://t.co/ZPuGwH7byL,"@571155 I am sorry for the poor experience. Can you please DM/PM the full service address and name on the account, as we ... https://t.co/wSWGiQkEwW",deflection,deflection,DM/PM full address and name requested,high
Uber_Support,20507,"@Uber_Support @115873 @116276 
I'm sorry to say this but unfortunately there hasn't been anyone frm ur side connecting wt me fr the issue. Disgusting",@120480 Hello! Thanks for your patience. Please check your DM for our reply.,substantive,deflection,"Refers to DM, no inline step",high
AmazonHelp,2781846,@AmazonHelp Super merci de l'info,"@272309 Je vous en prie, excellente soirée ! ^AR",deflection,unclear,"Closing acknowledgement, no action",high
Ask_Spectrum,678091,"@281783 @Ask_Spectrum No service, copy/pasted canned responses. Probably ""vandalism"" again. There's a reason monopolies are illegal.","@281782 Sorry for the delay, please send us your phone number and address in a DM so we can verify any issues with the account. ^ LS",deflection,deflection,DM phone/address requested,high
AppleSupport,762782,@115858 this is what your update is doing to phones 😒 https://t.co/EQfLCKGbSJ,@183942 We can help with iMessage.  Does this happen in all message threads?,unclear,deflection,Diagnostic question about iMessage threads,high
TMobileHelp,1797035,@115913 how do I get Netflix on you guys if I was already a customer?,@498385 @115913 Check out the details on this offer and eligible T-Mobile ONE Family Plans here: https://t.co/xbZy7jK9KD. https://t.co/lH0SH5fy2m *MikeRice,substantive,deflection,"Link-only offer details, no inline step",medium
SpotifyCares,2289028,what does this even mean @115888 https://t.co/fA2j7HmX5s,@665011 1: Hey there! The Stranger Things Mode is in partnership with Netflix to promote the latest season of Stranger Things.,unclear,substantive,Direct explanation of the feature inline,high
Uber_Support,463459,"@Uber_Support  Cannot settle outstanding payment. For some reasons, my payment is not getting accepted. The app gives me ""can not collect on this charge"" message. Due to this, I can't request any ride.","@225169 Thank you for bringing this to our attention. Our team is currently reviewing, and we hope to get this resolved shortly.",unclear,deflection,"Vague team-reviewing note, no info",high
Ask_Spectrum,2162322,"@ask_spectrum My internet is down in 28105 Matthews, NC.",@634928 My apologies for any issues you're currently having. I'd be happy to help anyway we can. Please DM your service p... https://t.co/6nYJ1gTOfd,deflection,deflection,"DM service info requested, truncated",high
AmazonHelp,2281531,"@115821 I ordered a part that your website told me fit my car, now that I have it, it DOESN'T fit, I'd like to know why the fuck I can't get a refund.",@__C_A_R_T_E_R__ I'm sorry that the part doesn't fit. Is this item sold directly by Amazon or a seller on our site? Find out here: https://t.co/Y5jpI9gRhE ^AB,unclear,deflection,Diagnostic question + link,high
AppleSupport,2287742,@115858 my parents paid good money for this iPhone 7 so if you wouldn’t mind FIXING MY KEYBOARD thanks☺️,"@664680 We can help you with your keyboard. DM us, and let us know what's going on. We'll try to assist. https://t.co/GDrqU22YpT",substantive,deflection,"DM ask, no inline step",high
SpotifyCares,277354,@SpotifyCares This problem https://t.co/UY8w48PZEh has not been resolved for me. I tried the steps as given with no luck,"@182253 Hey there. Can you let us know the device, OS, and Spotify version you're rocking? /QI",unclear,deflection,Diagnostic question: device/OS/version,high
AppleSupport,2303452,Dear Apple...... FIX THIS!!! I️ I️ I️ I️ @AppleSupport THANKS!,@668388 Let's work together to get this sorted out. Which iOS version is running on your device? Tap on Settings &gt; General &gt; About to find out. You'll see it listed next to 'Version' on that screen.,substantive,deflection,"Diagnostic question, how to find iOS version",high
Uber_Support,262338,@Uber_Support I'm very upset and disappointed in your service. To charge me when services were not rendered is shameful,@177594 That doesn't sound right. DM us your account email so we can check on the status of your request.,substantive,deflection,DM account email requested,high
AppleSupport,2005574,"Ok @115858 when tf you gonna fix this whole I️ thing,!??",@593081 We would like to offer some guidance with this. Check out our article here: https://t.co/xU1AGHStV6 DM us any other questions. https://t.co/GDrqU22YpT,substantive,deflection,"Link-only article, no inline step, plus DM",medium
TMobileHelp,2524968,@TMobileHelp You cannot fix the issue in Flagstaff. I got an over the air update this morning leaving there.,@292431 We always want to make sure you are getting the best signal possible! Let us know if we can look into anything for you! *LauriL,substantive,deflection,"Vague offer to look into it, no action",high
Ask_Spectrum,2060230,@Ask_Spectrum I dm a picture,"@609336 if the cable line attached to the modem is followed away from the connection, does the line go into a metal devic... https://t.co/6S8J5OUCDJ",unclear,substantive,Gives inline technical check on cable routing,low
AppleSupport,1339680,"@AppleSupport does the iPhone 5 and 5s support iOS 11? And if it does, what are some of the benefits to be derived from that update? Thanks.",@331177 Great question. iOS 11 is available for the iPhone 5s and later. You can learn more about iOS 11 here: https://t.co/LVMJqqcDhs,substantive,substantive,Direct answer: iOS 11 supported on 5s+,high
AppleSupport,913525,"@AppleSupport Hi, my apple id has been ""locked for security reasons"" but i dont have access to the recovery email anymore. Please advise?",@187556 We are here to help.  We value privacy and security.  Please contact us here about this issue:   https://t.co/UJm15vmMM2,deflection,deflection,Channel switch to specialist link,high
Uber_Support,704674,@Uber_Support I've already seen it that. Tipping is available in Wilmington nc where I drive. But I dont know if I've been shown a thing to opt in for it or not,"@271768 We're happy to follow up further, Billy. Can you please send a note our way via https://t.co/6154AErk4W? From there a member of our team will be in touch.",unclear,deflection,Link-only channel switch,high
SpotifyCares,2043846,"@SpotifyCares hi, i've created a family account but one of the members doesn't receive the invite. heeelp! @10479","@604410 Hey, help's here! Can you DM us your account's email address along with your family members'? We'll take a look backstage /PL https://t.co/ldFdZRiNAt",deflection,deflection,DM account + family member email requested,high
Ask_Spectrum,560638,@Ask_Spectrum service phone number 9176128910. Thanks for looking into!,@251160 Thank you for providing this information. Do you mind continuing this conversation in a private message to make sure we protect your information? You may want to delete the phone number you just provided. Its visible to the public. ^RR,substantive,deflection,"Asks to move to DM for privacy, no fix",high
AppleSupport,2149172,"Hey @AppleSupport when are y'all going to fix the weird thing that happens every time you type ""I"" on your iPhone? Ya know, that weird symbol and the deleted second half of your message.",@631648 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,substantive,deflection,"Workaround behind link only, no inline text",medium
TMobileHelp,1777459,@115911 first be it weak signal today https://t.co/79ma5iATMO,"@185047 Hey Kelly, let's make sure you're up and running! Send us a DM and we can assist. *ChanneyT",substantive,deflection,"Send DM, no step",high
Ask_Spectrum,2149669,"@115955 Just got my first Spectrum box (traded in my TWC box)... um, why is there no time display on the box? Whose decision was that? Because it's a super bad one.",@631786 My apologies for any frustrations or inconvenience. I’d be happy to look into this for you. ^AP .,unclear,deflection,"Vague promise to look into it, no action",high
AmazonHelp,1004614,"@AmazonHelp I'm trying to have them sent to a US locker, not a UK locker.",@268872 Are you receiving an error code/message when trying to place this order to an Amazon Locker? ^WM,unclear,deflection,Diagnostic question about error code,high
AmazonHelp,235122,"Complaint addressed satisfactorily by @115850.. However, quality control by merchant partners needs to be addressed adequately by company",@158261 We value your inputs. I'll ensure to share your comments internally to work on. ^CB,unclear,deflection,"Vague internal-forwarding promise, no action",high
Ask_Spectrum,2943681,"Way to go @115955 for blocking off a main Street during school and rush hour traffic, with no detour. #DoBetter https://t.co/kl0890N9G5","@813212 My apologies Heather, I would like to make the division aware. Did you happen to get the license plate number or any other identifiable information off of the truck? ^SH",unclear,deflection,Diagnostic question about license plate,high
AmazonHelp,422217,@AmazonHelp can you help https://t.co/TqK5w94OWu,@215574 Please report this here: https://t.co/vlvfJr4nN9 from the concerned account. We'll look into this right away. ^HK,unclear,deflection,Link only,high
AmazonHelp,1890560,自分への誕生日にあまぞんで買い物したけど届かない、ヤマト運輸ェ……,@563800 ご心配をおかけしております。お届け予定日は過ぎておりますでしょうか？お届け予定日内である場合には、恐れ入りますが、いましばらくお待ちください。万が一お届け予定日を過ぎている場合には、あとにご案内するそれぞれの方法でお問い合わせください。 TN,deflection,deflection,Conditional guidance defers to separate contact methods,low
